labels,classes,predictions,time
Happy,3,"[7.6334095e-09 1.3209232e-24 2.4790453e-10 9.9999976e-01 2.3675238e-08
 4.3348963e-11 2.4690547e-07]",2025-03-15 13:31:54.376251
Happy,3,"[5.7275833e-09 7.8311681e-25 1.8883015e-10 9.9999976e-01 1.8394561e-08
 3.3685912e-11 1.9769303e-07]",2025-03-15 13:31:54.515563
Happy,3,"[2.8195837e-10 4.7701776e-27 8.8033669e-12 1.0000000e+00 1.4654598e-09
 1.1763901e-12 3.4276539e-08]",2025-03-15 13:31:54.648639
Happy,3,"[9.6779686e-08 9.2780203e-23 2.2369742e-09 9.9999869e-01 1.6371769e-07
 5.3093380e-10 1.0011330e-06]",2025-03-15 13:31:54.793591
Happy,3,"[6.5229250e-10 2.3771268e-26 1.7304604e-11 9.9999988e-01 2.9697087e-09
 1.7905946e-12 8.0762526e-08]",2025-03-15 13:31:54.937355
Happy,3,"[1.12652485e-10 1.19634329e-27 2.67176732e-12 1.00000000e+00
 5.47813295e-10 2.14903643e-13 3.45486697e-08]",2025-03-15 13:31:55.073222
Happy,3,"[2.1967842e-12 1.6803805e-30 5.9099799e-14 1.0000000e+00 2.1361087e-11
 2.6178987e-15 4.8317190e-09]",2025-03-15 13:31:55.216315
Happy,3,"[1.2331509e-07 1.4743270e-22 4.7806337e-09 9.9999857e-01 2.7205061e-07
 1.2391692e-09 1.0653539e-06]",2025-03-15 13:31:55.367232
Happy,3,"[2.6626024e-10 5.3633355e-27 9.6700842e-12 1.0000000e+00 1.6047076e-09
 8.3918685e-13 5.6711578e-08]",2025-03-15 13:31:55.497803
Happy,3,"[2.2845195e-09 2.0455025e-25 9.8728171e-11 9.9999976e-01 1.0865954e-08
 1.0950326e-11 1.8797644e-07]",2025-03-15 13:31:55.643874
Happy,3,"[4.9724270e-02 2.7317603e-12 4.4413148e-03 9.0758091e-01 2.4041045e-02
 1.3994710e-02 2.1767829e-04]",2025-03-15 13:31:55.778910
Happy,3,"[1.2984223e-02 2.1686181e-13 6.9278589e-04 9.7956949e-01 4.0153246e-03
 2.6729242e-03 6.5207976e-05]",2025-03-15 13:31:55.920918
Neutral,4,"[6.6370715e-04 3.2413113e-12 3.8902607e-04 1.2428757e-04 9.9857688e-01
 1.4809312e-04 9.7979217e-05]",2025-03-15 13:31:56.056441
Happy,3,"[1.3302242e-06 8.0666451e-21 8.4742005e-08 9.9999118e-01 2.3306277e-06
 2.5306321e-08 5.0598251e-06]",2025-03-15 13:31:56.713117
